,job_title,job_loc,description_tokens
506,finance intern,NJ,"['organization', 'sql', 'access', 'flexible', 'analytical']"
507,finance intern,GA,"['reconciliations', 'accuracy']"
508,finance intern,FL,"['word', 'research', 'excel', 'powerpoint']"
509,finance intern,PA,"['word', 'documentation', 'data_analysis', 'outlook', 'excel', 'python', 'powerpoint', 'work_independently', 'interpersonal', 'financial_modeling', 'bookkeeping', 'access']"
510,finance intern,MO,"['flexible', 'excel', 'work_independently']"
511,finance intern,NC,"['documentation', 'data_entry', 'word', 'research', 'accuracy', 'excel', 'interpersonal', 'analytical']"
512,finance intern,CA,"['communication', 'strategic']"
513,finance intern,GA,"['word', 'research', 'excel', 'powerpoint']"
514,finance intern,FL,"['documentation', 'research', 'communication', 'work_independently', 'interpersonal']"
515,finance intern,NJ,['work_independently']
516,finance intern,CA,"['research', 'financial_analysis', 'organization']"
517,finance intern,GA,"['word', 'prioritize', 'excel', 'interpersonal', 'analytical']"
518,finance intern,CA,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
519,finance intern,SC,"['word', 'prioritize', 'excel', 'interpersonal', 'analytical']"
520,finance intern,CA,['erp']
521,finance intern,CA,['administrative']
522,finance intern,GA,"['reconciliations', 'accuracy']"
523,finance intern,OH,"['word', 'research', 'excel', 'powerpoint']"
524,finance intern,NY,"['documentation', 'research', 'reconciliations', 'excel', 'english', 'work_independently', 'organization', 'databases', 'multitask', 'administrative', 'data_entry']"
525,finance intern,AL,"['documentation', 'work_independently', 'analytical']"
526,finance intern,CA,"['powerpoint', 'multitask', 'word', 'research', 'excel', 'access', 'curious']"
527,finance intern,,"['gaap', 'research', 'accuracy', 'collaborative', 'data_entry', 'bookkeeping']"
528,finance intern,NY,"['research', 'multitask']"
529,finance intern,MA,"['flexible', 'articulate']"
530,finance intern,,"['flexible', 'critical_thinking']"
531,finance intern,,"['gaap', 'research', 'accuracy', 'collaborative', 'data_entry', 'bookkeeping']"
532,finance intern,PA,"['word', 'sql', 'documentation', 'gaap', 'communication', 'outlook', 'accuracy', 'prioritize', 'reconciliations', 'excel', 'english', 'python', 'work_independently', 'interpersonal', 'time_management', 'spanish', 'organization', 'proactive', 'analytical']"
533,finance intern,KS,"['reconciliations', 'excel', 'budgets']"
534,finance intern,AL,['data_entry']
535,finance intern,GA,"['decision_making', 'spreadsheet', 'strategic', 'leader']"
536,finance intern,FL,"['organization', 'strategic', 'research', 'proactive', 'articulate', 'collaborative', 'analytical']"
537,finance intern,FL,"['research', 'pdf', 'accuracy', 'excel', 'meticulous', 'attention_to_detail', 'data_entry']"
538,finance intern,NY,"['word', 'research', 'excel', 'powerpoint']"
539,finance intern,MN,"['documentation', 'flexible']"
540,finance intern,TX,"['flexible', 'accuracy', 'prioritize', 'reconciliations', 'time_management', 'financial_reporting', 'analytical']"
541,finance intern,OR,"['interpersonal', 'organization']"
542,finance intern,TN,"['word', 'excel', 'leader', 'organization', 'administrative']"
543,finance intern,CA,"['financial_planning', 'access', 'flexible', 'leader']"
544,finance intern,AZ,"['communication', 'reconciliations', 'interpersonal', 'financial_reporting', 'analytical', 'sap']"
545,finance intern,AL,"['word', 'excel', 'leader', 'organization', 'administrative', 'bookkeeping']"
546,finance intern,CA,['organization']
547,finance intern,IL,"['data_entry', 'organization', 'english', 'access', 'interpersonal', 'administrative']"
548,finance intern,OR,"['english', 'access']"
549,finance intern,MN,['flexible']
550,finance intern,VA,"['flexible', 'prioritize', 'excel', 'leader', 'attention_to_detail', 'data_entry']"
551,finance intern,NJ,"['word', 'excel', 'work_independently']"
552,finance intern,FL,"['documentation', 'powerpoint', 'word', 'research', 'excel', 'flexible']"
553,finance intern,,"['research', 'communication', 'access']"
554,finance intern,CA,['erp']
555,finance intern,TX,"['research', 'articulate', 'analytical']"
556,finance intern,AL,"['administrative', 'accuracy', 'communication']"
557,finance intern,NY,"['financial_reporting', 'access']"
558,finance intern,GA,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
559,finance intern,NY,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
560,finance intern,AR,"['outlook', 'organization', 'word', 'excel', 'articulate', 'flexible', 'administrative']"
561,finance intern,NJ,"['word', 'research', 'communication', 'excel', 'leader']"
562,finance intern,CO,"['word', 'outlook', 'excel', 'project_management', 'leader', 'organization', 'administrative', 'attention_to_detail']"
563,finance intern,MA,"['word', 'research', 'excel', 'powerpoint']"
564,finance intern,TX,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
565,finance intern,GA,"['communication', 'collaborative', 'organization', 'proactive']"
566,finance intern,,"['financial_reporting', 'access']"
567,finance intern,TX,"['documentation', 'flexible', 'accuracy']"
568,finance intern,OH,"['word', 'research', 'excel', 'powerpoint']"
569,finance intern,PA,['research']
570,finance intern,NE,[]
571,finance intern,VA,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
572,finance intern,MO,"['documentation', 'communication', 'strategic', 'research', 'access', 'flexible', 'interpersonal', 'leader']"
573,finance intern,MD,"['communication', 'relationship_management', 'powerpoint', 'work_independently', 'organization', 'research', 'excel', 'proactive', 'time_management', 'administrative', 'analytical']"
574,finance intern,MI,['leader']
575,finance intern,TX,"['powerpoint', 'word', 'research', 'excel']"
576,finance intern,,"['work_independently', 'research', 'accuracy', 'excel', 'attention_to_detail']"
577,finance intern,WA,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
578,finance intern,MA,"['accuracy', 'excel', 'interpersonal']"
579,finance intern,NY,"['word', 'communication', 'excel', 'work_independently', 'organization', 'data_entry']"
580,finance intern,OH,"['word', 'research', 'excel', 'powerpoint']"
581,finance intern,IN,"['communication', 'strategic', 'research', 'excel', 'flexible', 'interpersonal', 'collaborative']"
582,finance intern,,['gaap']
583,finance intern,CA,"['word', 'research', 'excel', 'powerpoint']"
584,finance intern,TX,"['word', 'communication', 'work_independently', 'interpersonal']"
585,finance intern,NY,"['documentation', 'organization', 'accuracy', 'access']"
586,finance intern,OH,"['communication', 'strategic', 'research', 'excel', 'flexible', 'interpersonal', 'collaborative']"
587,finance intern,KY,"['reconciliations', 'research', 'flexible', 'prioritize']"
588,finance intern,,"['documentation', 'reconciliations', 'organization', 'gaap', 'administrative']"
589,finance intern,GA,"['collaborative', 'leader']"
590,finance intern,VA,"['word', 'research', 'excel', 'powerpoint']"
591,finance intern,CA,"['communication', 'data_analysis', 'project_management', 'tableau', 'sql', 'research', 'accuracy', 'excel', 'prioritize', 'collaborative', 'time_management', 'timeliness', 'administrative', 'analytical']"
592,finance intern,CA,"['research', 'communication', 'pdf']"
593,finance intern,AL,"['flexible', 'communication', 'excel', 'work_independently', 'interpersonal', 'attention_to_detail', 'data_entry']"
594,finance intern,AZ,"['work_independently', 'interpersonal', 'collaborative', 'administrative']"
595,finance intern,"MS, TN","['word', 'excel', 'powerpoint', 'leader', 'organization', 'access']"
596,finance intern,IN,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
597,finance intern,NC,['project_management']
598,finance intern,MI,"['communication', 'organization']"
599,finance intern,NY,"['research', 'communication', 'access']"
600,finance intern,CO,"['erp', 'research', 'excel', 'organization', 'financial_reporting', 'data_entry', 'articulate', 'curious']"
601,finance intern,MD,"['communication', 'python', 'r', 'javascript', 'organization', 'tableau', 'strategic', 'research', 'data_science', 'gis']"
602,finance intern,GA,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
603,finance intern,MA,"['word', 'documentation', 'research', 'excel', 'organization', 'administrative', 'access']"
604,finance intern,NV,"['word', 'research', 'excel', 'powerpoint']"
605,finance intern,ID,"['work_independently', 'organization', 'research']"
606,finance intern,FL,"['reconciliations', 'excel', 'macros', 'administrative']"
607,finance intern,TX,"['powerpoint', 'word', 'research', 'excel']"
608,finance intern,CA,['organization']
609,finance intern,CA,"['documentation', 'communication', 'data_analysis', 'project_management', 'tableau', 'databases', 'sql', 'research', 'accuracy', 'excel', 'prioritize', 'collaborative', 'time_management', 'timeliness', 'administrative', 'analytical']"
610,finance intern,GA,"['reconciliations', 'accuracy']"
611,finance intern,IL,"['organization', 'strategic', 'research', 'proactive', 'articulate', 'collaborative', 'analytical']"
612,finance intern,FL,['documentation']
613,finance intern,GA,"['documentation', 'organization', 'administrative', 'analytical']"
614,finance intern,,[]
615,finance intern,CT,"['word', 'research', 'excel', 'powerpoint']"
616,finance intern,NM,['project_management']
617,finance intern,IN,"['communication', 'strategic', 'research', 'excel', 'flexible', 'interpersonal', 'collaborative']"
618,finance intern,NM,"['word', 'excel', 'leader', 'organization', 'administrative']"
619,finance intern,CA,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
620,finance intern,GA,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
621,finance intern,AZ,"['word', 'outlook', 'accuracy', 'reconciliations', 'excel', 'powerpoint', 'financial_reporting']"
622,finance intern,OH,"['communication', 'strategic', 'research', 'excel', 'flexible', 'interpersonal', 'collaborative']"
623,finance intern,CA,"['data_analysis', 'organization']"
624,finance intern,CA,['organization']
625,finance intern,WA,"['word', 'research', 'excel', 'powerpoint']"
626,finance intern,VA,"['word', 'research', 'excel', 'powerpoint']"
627,finance intern,MI,"['flexible', 'research', 'financial_analysis', 'excel', 'collaborative']"
628,finance intern,IL,"['data_analysis', 'project_management']"
629,finance intern,TX,"['organization', 'strategic', 'research', 'proactive', 'articulate', 'collaborative', 'analytical']"
630,finance intern,,['quantitative']
631,finance intern,NY,"['word', 'research', 'excel', 'powerpoint']"
632,finance intern,IL,"['communication', 'organization']"
633,finance intern,NV,[]
634,finance intern,AZ,"['editing', 'organization', 'leader']"
635,finance intern,KY,"['communication', 'strategic', 'research', 'excel', 'flexible', 'interpersonal', 'collaborative']"
636,finance intern,OH,"['word', 'research', 'excel', 'powerpoint']"
637,finance intern,PA,['research']
638,finance intern,CA,"['data_analysis', 'organization']"
639,finance intern,FL,"['communication', 'r', 'tableau', 'sql', 'research', 'financial_analysis', 'excel', 'data_science', 'analytical', 'curious']"
640,finance intern,MA,"['flexible', 'research', 'financial_analysis', 'excel', 'collaborative']"
641,finance intern,NJ,"['communication', 'attention_to_detail', 'access', 'flexible', 'leader']"
642,finance intern,TX,"['decision_making', 'outlook', 'powerpoint', 'work_independently', 'organization', 'word', 'accuracy', 'excel', 'gis']"
643,finance intern,MI,"['r', 'project_management', 'word', 'research', 'excel', 'interpersonal', 'analytical']"
644,finance intern,CA,"['organization', 'accuracy']"
645,finance intern,,"['word', 'research', 'outlook', 'excel', 'powerpoint', 'work_independently', 'interpersonal', 'time_management', 'organization', 'administrative', 'data_entry', 'critical_thinking']"
646,finance intern,MD,"['word', 'research', 'excel', 'powerpoint']"
647,finance intern,TX,"['flexible', 'excel', 'interpersonal', 'time_management', 'leader']"
648,finance intern,CA,"['data_analysis', 'organization']"
649,finance intern,OK,"['communication', 'excel', 'financial_reporting']"
650,finance intern,MA,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
651,finance intern,CA,"['reconciliations', 'budgets']"
652,finance intern,IL,"['word', 'research', 'excel', 'powerpoint', 'databases', 'critical_thinking']"
653,finance intern,MD,"['word', 'research', 'excel', 'powerpoint']"
654,finance intern,MA,[]
